Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Delivery_distance,Time_to_pick,Month,Time_of_Day_Ordered
36.0,4.9,Sandstorms,Medium,2,Buffet,electric_scooter,1.0,0,PUNE,26,7.66,9.6,Apr,Evening
21.0,5.0,Fog,Medium,1,Meal,motorcycle,1.0,0,INDO,35,12.1,15.0,Mar,Night
39.0,4.3,Sandstorms,Jam,0,Buffet,motorcycle,1.0,0,BHP,39,10.57,5.4,Feb,Night
22.0,4.7,Sandstorms,Jam,2,Drinks,scooter,1.0,0,PUNE,26,16.85,15.0,Mar,Night
36.0,4.2,Windy,Medium,1,Snack,motorcycle,1.0,0,HYD,32,6.15,10.2,Mar,Evening
34.0,5.0,Cloudy,Medium,2,Drinks,electric_scooter,1.0,0,JAP,16,4.47,15.0,Mar,Evening
30.0,4.6,Sunny,Medium,0,Buffet,motorcycle,1.0,0,MUM,27,9.17,10.2,Mar,Night
30.0,4.8,Sandstorms,Low,1,Snack,motorcycle,1.0,0,SUR,21,3.04,10.2,Mar,Morning
20.0,4.7,Cloudy,Jam,1,Meal,motorcycle,1.0,0,PUNE,28,9.19,5.4,Mar,Night
36.0,4.2,Windy,Low,0,Meal,motorcycle,1.0,0,MYS,29,1.55,4.8,Mar,Morning
36.0,4.1,Fog,Jam,0,Buffet,motorcycle,1.0,0,RANCHI,31,7.86,10.2,Mar,Night
32.0,4.9,Fog,Jam,0,Drinks,motorcycle,0.0,1,CHEN,51,10.87,9.6,Mar,Night
27.0,4.8,Stormy,Medium,2,Drinks,electric_scooter,0.0,0,HYD,18,16.9,5.4,Mar,Night
20.0,4.6,Cloudy,High,2,Snack,motorcycle,0.0,0,RANCHI,20,1.51,4.8,Mar,Morning
29.0,4.8,Windy,Medium,2,Meal,motorcycle,1.0,0,PUNE,26,9.19,5.4,Mar,Night
33.0,4.9,Cloudy,Medium,0,Buffet,motorcycle,1.0,0,KOC,28,6.24,9.6,Feb,Evening
28.0,4.5,Sandstorms,Jam,1,Snack,scooter,1.0,0,SUR,23,12.16,9.6,Mar,Night
39.0,4.9,Sunny,Low,1,Snack,scooter,0.0,0,VAD,15,19.69,10.2,Mar,Night
26.0,4.8,Cloudy,Jam,1,Snack,motorcycle,1.0,0,VAD,29,9.44,5.4,Mar,Night
21.0,4.5,Cloudy,Low,0,Snack,motorcycle,1.0,0,SUR,17,1.52,4.8,Mar,Morning
36.0,4.7,Windy,Jam,2,Drinks,scooter,1.0,0,MYS,29,13.99,4.8,Mar,Night
35.0,5.0,Sandstorms,Medium,1,Drinks,motorcycle,1.0,0,PUNE,33,7.66,9.6,Mar,Evening
26.0,4.8,Fog,Low,2,Drinks,motorcycle,0.0,0,BHP,15,9.44,4.8,Feb,Night
32.0,3.5,Cloudy,Low,1,Snack,motorcycle,2.0,0,PUNE,36,12.26,10.2,Mar,Night
28.0,4.9,Fog,Jam,2,Snack,motorcycle,1.0,0,COIMB,37,14.02,15.0,Mar,Night
34.0,4.6,Cloudy,High,1,Meal,scooter,0.0,0,JAP,34,5.96,15.0,Mar,Evening
21.0,4.8,Fog,Jam,2,Drinks,motorcycle,0.0,0,COIMB,23,9.35,4.8,Apr,Night
24.0,4.6,Windy,Jam,0,Buffet,motorcycle,1.0,0,ALH,28,7.49,5.4,Feb,Night
25.0,4.5,Fog,Medium,1,Meal,motorcycle,1.0,0,JAP,27,16.38,4.8,Mar,Night
28.0,4.1,Stormy,Medium,0,Meal,motorcycle,1.0,0,PUNE,37,19.91,10.2,Mar,Night
32.0,3.9,Windy,Jam,2,Drinks,scooter,0.0,0,INDO,38,19.66,10.2,Mar,Night
30.0,4.8,Windy,Jam,0,Snack,motorcycle,0.0,1,MUM,50,19.88,9.6,Mar,Night
20.0,4.8,Fog,Jam,0,Meal,motorcycle,1.0,0,RANCHI,29,4.72,5.4,Mar,Night
28.0,4.0,Cloudy,Jam,1,Snack,motorcycle,1.0,0,LUDH,32,10.25,4.8,Feb,Night
22.0,4.7,Sandstorms,Medium,1,Drinks,scooter,1.0,0,COIMB,23,6.23,4.8,Mar,Evening
31.0,4.1,Sandstorms,Jam,2,Drinks,electric_scooter,2.0,0,JAP,42,20.85,15.0,Mar,Night
37.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,0,RANCHI,29,4.53,15.0,Mar,Night
21.0,4.9,Sunny,Low,2,Drinks,motorcycle,0.0,0,PUNE,23,1.53,4.8,Mar,Morning
29.0,4.9,Cloudy,Jam,2,Snack,scooter,1.0,0,BHP,43,16.61,15.0,Feb,Night
20.0,4.8,Sandstorms,High,2,Meal,scooter,1.0,0,HYD,27,3.07,15.0,Apr,Morning
35.0,4.7,Windy,Low,1,Snack,scooter,1.0,0,JAP,24,7.45,10.2,Apr,Night
34.0,4.8,Stormy,Low,2,Snack,scooter,0.0,0,BANG,27,1.55,4.8,Mar,Morning
22.0,4.3,Windy,Low,0,Meal,motorcycle,0.0,0,CHEN,26,3.1,4.8,Mar,Morning
38.0,4.7,Sunny,Jam,1,Drinks,motorcycle,1.0,0,MUM,21,4.59,4.8,Mar,Night
28.0,5.0,Sandstorms,Jam,1,Drinks,scooter,0.0,0,PUNE,21,4.6,15.0,Mar,Night
23.0,4.8,Sunny,Low,0,Meal,motorcycle,0.0,0,DEH,17,1.47,15.0,Feb,Morning
27.0,4.7,Sunny,Jam,1,Drinks,scooter,0.0,0,KOL,16,10.59,9.6,Feb,Night
30.0,4.8,Stormy,Low,1,Buffet,motorcycle,1.0,0,MUM,20,3.06,10.2,Mar,Morning
31.0,5.0,Sandstorms,Low,2,Drinks,scooter,0.0,0,JAP,17,19.36,9.6,Mar,Night
20.0,5.0,Cloudy,Jam,2,Meal,electric_scooter,1.0,0,BANG,21,4.66,15.0,Mar,Night
33.0,3.6,Cloudy,Low,2,Snack,electric_scooter,1.0,0,MUM,37,19.88,4.8,Mar,Night
27.0,5.0,Sunny,Low,1,Snack,motorcycle,1.0,0,KOC,24,1.56,4.8,Feb,Morning
26.0,4.8,Stormy,Jam,2,Drinks,scooter,0.0,0,COIMB,18,14.02,15.0,Mar,Night
34.0,5.0,Windy,Jam,0,Meal,motorcycle,0.0,0,MYS,30,4.66,15.0,Mar,Night
35.0,4.5,Fog,Jam,0,Buffet,motorcycle,3.0,1,MUM,53,19.88,5.4,Apr,Night
35.0,4.9,Cloudy,Low,1,Snack,motorcycle,1.0,0,BANG,17,7.76,5.4,Mar,Night
28.0,4.9,Sandstorms,Medium,2,Buffet,motorcycle,1.0,0,AURG,26,13.74,5.4,Feb,Night
32.0,4.7,Stormy,High,1,Drinks,motorcycle,0.0,0,MYS,28,6.22,15.0,Mar,Evening
35.0,4.7,Sunny,Medium,2,Meal,motorcycle,1.0,0,PUNE,25,12.26,15.0,Mar,Evening
32.0,4.6,Sandstorms,Jam,2,Drinks,scooter,1.0,0,BHP,28,16.61,15.0,Feb,Night
36.0,4.6,Sunny,Jam,0,Drinks,motorcycle,0.0,0,SUR,26,9.12,10.2,Apr,Night
31.0,4.7,Sunny,Jam,1,Drinks,motorcycle,0.0,0,SUR,19,4.56,15.0,Mar,Night
31.0,4.9,Fog,Jam,0,Meal,motorcycle,1.0,0,PUNE,54,12.26,10.2,Mar,Night
25.0,4.7,Stormy,Jam,1,Snack,motorcycle,0.0,0,SUR,19,19.76,15.0,Apr,Night
39.0,4.0,Stormy,Medium,2,Meal,scooter,1.0,0,HYD,31,9.22,4.8,Mar,Evening
31.0,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,0,MYS,28,9.33,15.0,Mar,Night
25.0,4.5,Cloudy,Medium,1,Meal,scooter,0.0,0,MYS,10,7.77,4.8,Mar,Evening
38.0,4.9,Cloudy,Medium,1,Drinks,scooter,0.0,0,BANG,37,17.08,9.6,Apr,Night
23.0,4.4,Cloudy,Jam,2,Snack,electric_scooter,1.0,0,VAD,33,17.3,15.0,Mar,Night
20.0,4.8,Fog,Low,2,Meal,scooter,0.0,0,SUR,17,3.04,4.8,Apr,Morning
22.0,4.0,Sandstorms,Low,0,Meal,motorcycle,0.0,0,VAD,29,4.54,5.4,Mar,Night
28.0,4.7,Sunny,Jam,1,Buffet,scooter,0.0,0,CHEN,19,9.31,15.0,Mar,Night
35.0,5.0,Windy,Medium,1,Buffet,scooter,0.0,0,MUM,23,19.88,10.2,Mar,Evening
25.0,4.6,Cloudy,Low,0,Buffet,motorcycle,0.0,0,KOC,24,17.17,10.2,Feb,Night
34.0,4.1,Fog,Jam,2,Snack,scooter,2.0,0,MUM,35,19.88,9.6,Apr,Night
29.0,4.7,Windy,Jam,2,Buffet,motorcycle,1.0,0,PUNE,23,13.79,15.0,Apr,Night
27.0,4.7,Sandstorms,Low,2,Snack,scooter,0.0,0,MUM,17,4.59,10.2,Mar,Night
31.0,3.2,Sunny,Low,0,Drinks,motorcycle,1.0,0,RANCHI,33,14.15,5.4,Apr,Night
23.0,4.9,Sandstorms,Medium,0,Buffet,motorcycle,1.0,0,VAD,29,4.54,9.6,Mar,Evening
36.0,4.9,Cloudy,High,2,Drinks,scooter,0.0,0,HYD,27,6.15,5.4,Mar,Evening
23.0,4.8,Fog,Medium,2,Snack,electric_scooter,0.0,0,BANG,16,6.21,15.0,Mar,Evening
39.0,4.2,Windy,Jam,0,Meal,motorcycle,1.0,0,JAP,54,11.92,5.4,Apr,Night
33.0,4.6,Cloudy,Jam,2,Meal,electric_scooter,1.0,0,PUNE,30,9.19,10.2,Mar,Night
24.0,5.0,Stormy,Jam,1,Meal,scooter,0.0,0,VAD,19,13.63,10.2,Mar,Night
38.0,4.9,Cloudy,Low,1,Meal,motorcycle,0.0,0,BHP,28,19.63,10.2,Feb,Night
37.0,5.0,Windy,Low,2,Drinks,scooter,0.0,0,CHEN,19,17.07,9.6,Mar,Night
35.0,5.0,Sunny,Low,2,Drinks,electric_scooter,0.0,0,RANCHI,11,1.51,4.8,Mar,Morning
23.0,4.6,Sunny,Jam,1,Buffet,motorcycle,1.0,0,PUNE,14,4.6,15.0,Mar,Night
21.0,4.5,Sandstorms,Jam,1,Buffet,scooter,1.0,0,SUR,15,10.64,15.0,Mar,Night
21.0,4.6,Windy,Medium,1,Drinks,motorcycle,1.0,0,SUR,22,12.16,15.0,Mar,Night
24.0,5.0,Cloudy,Medium,1,Drinks,motorcycle,0.0,0,SUR,17,9.12,15.0,Apr,Evening
31.0,4.8,Windy,Jam,0,Buffet,motorcycle,2.0,0,CHEN,42,17.07,5.4,Apr,Night
31.0,4.0,Cloudy,Medium,1,Buffet,scooter,1.0,0,CHEN,33,12.42,15.0,Mar,Night
36.0,4.4,Windy,Medium,2,Snack,electric_scooter,1.0,0,HYD,34,7.68,15.0,Mar,Evening
37.0,4.6,Fog,Jam,0,Meal,motorcycle,2.0,0,HYD,48,12.29,10.2,Mar,Night
34.0,4.9,Sandstorms,Low,1,Snack,motorcycle,1.0,0,MUM,29,3.06,5.4,Mar,Morning
23.0,4.6,Sunny,Low,0,Meal,motorcycle,0.0,0,MUM,16,7.65,15.0,Apr,Night
21.0,4.3,Cloudy,Jam,1,Snack,motorcycle,1.0,0,INDO,31,13.61,9.6,Mar,Night
27.0,4.6,Sandstorms,Low,1,Meal,motorcycle,1.0,0,MUM,16,7.65,4.8,Apr,Night
37.0,4.8,Sunny,Jam,2,Drinks,motorcycle,1.0,0,MYS,19,10.88,5.4,Mar,Night
33.0,4.9,Stormy,Jam,2,Snack,scooter,1.0,0,HYD,28,16.9,4.8,Mar,Night
33.0,4.6,Fog,Low,0,Buffet,motorcycle,1.0,0,AURG,40,10.68,10.2,Feb,Night
26.0,4.8,Sunny,Low,0,Meal,motorcycle,0.0,0,PUNE,17,4.6,15.0,Mar,Night
37.0,4.6,Windy,Low,2,Buffet,motorcycle,1.0,0,MYS,26,17.1,9.6,Mar,Night
30.0,4.8,Windy,Low,0,Meal,motorcycle,1.0,0,VAD,21,12.58,15.0,Apr,Night
39.0,4.2,Windy,Medium,2,Buffet,motorcycle,1.0,0,SUR,34,7.6,4.8,Apr,Evening
27.0,4.8,Sunny,Medium,0,Buffet,motorcycle,0.0,0,MYS,19,12.44,9.6,Mar,Night
34.0,4.2,Cloudy,Medium,0,Buffet,motorcycle,1.0,0,JAP,31,8.94,9.6,Mar,Night
39.0,4.9,Stormy,Jam,1,Drinks,scooter,1.0,0,SUR,29,19.76,10.2,Mar,Night
25.0,4.0,Fog,Jam,2,Snack,motorcycle,0.0,0,MUM,32,7.65,9.6,Mar,Night
20.0,4.6,Sandstorms,Medium,2,Snack,electric_scooter,1.0,0,BANG,20,10.87,10.2,Mar,Evening
30.0,4.6,Fog,High,0,Drinks,motorcycle,1.0,0,BANG,31,6.21,4.8,Apr,Evening
36.0,4.4,Stormy,Jam,2,Drinks,scooter,1.0,0,MYS,33,9.33,9.6,Mar,Night
31.0,4.9,Sunny,Low,2,Buffet,scooter,1.0,0,PUNE,10,1.53,4.8,Mar,Morning
20.0,4.7,Fog,Low,2,Drinks,electric_scooter,1.0,0,MYS,24,17.1,4.8,Mar,Night
37.0,4.5,Sandstorms,Medium,1,Meal,scooter,1.0,0,MUM,29,16.82,9.6,Mar,Evening
31.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,0,KNP,29,4.48,15.0,Feb,Night
29.0,4.1,Sunny,High,0,Snack,motorcycle,2.0,0,JAP,43,5.96,15.0,Mar,Evening
36.0,4.6,Cloudy,Low,2,Meal,scooter,1.0,0,COIMB,28,14.02,9.6,Apr,Night
24.0,4.9,Windy,Low,1,Meal,scooter,0.0,0,BANG,12,10.87,4.8,Mar,Night
29.0,4.6,Fog,Medium,1,Buffet,scooter,1.0,0,BANG,25,20.18,15.0,Apr,Evening
23.0,4.9,Stormy,Jam,2,Buffet,motorcycle,0.0,0,SUR,23,13.68,9.6,Mar,Night
21.0,5.0,Stormy,Medium,0,Drinks,motorcycle,1.0,0,AURG,18,4.58,15.0,Feb,Night
30.0,4.7,Sunny,Jam,1,Snack,motorcycle,1.0,0,MUM,15,4.59,4.8,Mar,Night
36.0,3.6,Windy,Jam,1,Meal,scooter,0.0,1,BANG,44,12.42,4.8,Mar,Night
20.0,4.8,Fog,Jam,1,Snack,scooter,1.0,0,MUM,32,10.71,9.6,Mar,Night
37.0,4.7,Fog,Jam,2,Snack,electric_scooter,1.0,0,COIMB,27,4.67,10.2,Mar,Night
20.0,4.9,Fog,Jam,2,Drinks,motorcycle,2.0,0,DEH,41,13.22,15.0,Feb,Night
36.0,4.7,Stormy,High,2,Buffet,scooter,1.0,0,JAP,28,1.49,5.4,Mar,Morning
33.0,4.2,Windy,Jam,2,Buffet,scooter,1.0,0,AGR,33,4.46,4.8,Feb,Night
35.0,4.5,Stormy,Jam,1,Drinks,scooter,1.0,0,MYS,39,10.88,5.4,Mar,Night
36.0,5.0,Fog,Low,1,Snack,motorcycle,0.0,0,MYS,17,1.55,10.2,Mar,Morning
24.0,4.8,Stormy,Jam,2,Buffet,motorcycle,1.0,0,VAD,21,7.57,15.0,Mar,Night
31.0,4.1,Fog,Jam,2,Snack,motorcycle,1.0,0,HYD,35,16.9,5.4,Mar,Night
23.0,5.0,Cloudy,Low,2,Meal,scooter,1.0,0,JAP,29,16.38,15.0,Mar,Night
24.0,4.6,Fog,High,0,Buffet,motorcycle,0.0,0,SUR,25,6.08,9.6,Mar,Evening
36.0,4.9,Sunny,Jam,0,Drinks,motorcycle,1.0,0,MYS,24,4.66,15.0,Mar,Night
30.0,4.7,Cloudy,Low,0,Buffet,motorcycle,1.0,0,BANG,29,1.55,15.0,Mar,Morning
37.0,4.9,Sandstorms,Low,0,Buffet,motorcycle,0.0,0,MYS,22,14.15,15.0,Mar,Night
28.0,4.7,Windy,Medium,1,Drinks,scooter,1.0,0,JAP,23,7.45,4.8,Apr,Evening
20.0,4.9,Fog,Low,1,Drinks,scooter,1.0,0,SUR,22,12.16,15.0,Mar,Night
32.0,4.8,Sandstorms,Low,0,Meal,motorcycle,0.0,0,RANCHI,24,19.62,15.0,Apr,Night
29.0,4.6,Stormy,Medium,0,Buffet,motorcycle,1.0,0,INDO,23,10.59,15.0,Mar,Night
38.0,4.6,Cloudy,Jam,2,Snack,motorcycle,1.0,0,PUNE,29,4.6,4.8,Mar,Night
29.0,4.5,Fog,Jam,0,Buffet,motorcycle,1.0,0,SUR,26,7.6,10.2,Mar,Night
21.0,4.9,Stormy,Medium,1,Buffet,motorcycle,1.0,0,INDO,27,9.08,15.0,Apr,Evening
24.0,4.7,Windy,Low,1,Buffet,motorcycle,0.0,0,VAD,14,10.6,15.0,Mar,Night
29.0,4.6,Fog,Low,0,Meal,motorcycle,0.0,0,MUM,24,1.53,10.2,Mar,Morning
28.0,4.7,Stormy,Low,1,Drinks,motorcycle,0.0,0,RANCHI,19,12.07,9.6,Mar,Night
37.0,4.9,Cloudy,Low,2,Drinks,scooter,1.0,0,SUR,25,19.76,9.6,Mar,Night
39.0,4.1,Windy,Jam,2,Drinks,electric_scooter,1.0,0,COIMB,33,4.67,5.4,Mar,Night
38.0,4.8,Sunny,Jam,0,Snack,motorcycle,1.0,0,INDO,20,4.54,10.2,Mar,Night
34.0,4.0,Fog,Medium,2,Buffet,scooter,1.0,0,PUNE,37,10.72,15.0,Mar,Night
25.0,4.0,Cloudy,Jam,1,Buffet,scooter,1.0,0,LUDH,33,16.11,4.8,Feb,Night
21.0,4.6,Stormy,High,0,Buffet,motorcycle,1.0,0,MUM,26,1.53,5.4,Mar,Morning
21.0,4.9,Sandstorms,Low,1,Snack,motorcycle,1.0,0,COIMB,14,12.46,15.0,Mar,Night
24.0,4.8,Fog,Jam,2,Snack,scooter,1.0,0,COIMB,28,4.67,9.6,Mar,Night
31.0,4.2,Windy,High,0,Meal,motorcycle,2.0,1,CHEN,43,6.21,15.0,Mar,Evening
31.0,4.7,Windy,Low,1,Buffet,motorcycle,1.0,0,RANCHI,25,10.57,15.0,Apr,Night
26.0,4.9,Sandstorms,Low,1,Snack,scooter,0.0,0,COIMB,18,4.67,4.8,Mar,Night
23.0,4.7,Stormy,Jam,1,Buffet,scooter,0.0,0,SUR,21,9.12,10.2,Mar,Night
39.0,3.8,Stormy,Jam,1,Meal,scooter,1.0,0,RANCHI,39,13.58,15.0,Mar,Night
33.0,4.8,Sunny,Jam,0,Meal,motorcycle,0.0,0,HYD,29,4.61,10.2,Mar,Night
30.0,4.5,Stormy,Medium,2,Drinks,scooter,1.0,0,BANG,25,9.31,5.4,Apr,Night
25.0,4.7,Sandstorms,Low,1,Meal,motorcycle,0.0,0,VAD,12,1.57,5.4,Mar,Morning
35.0,4.7,Sunny,Jam,2,Buffet,motorcycle,1.0,0,JAP,24,19.37,15.0,Mar,Night
26.0,5.0,Cloudy,High,1,Meal,motorcycle,1.0,0,MUM,32,6.12,9.6,Mar,Evening
27.0,4.9,Fog,Low,1,Meal,scooter,0.0,0,MUM,12,1.53,9.6,Mar,Morning
20.0,4.6,Fog,High,2,Snack,motorcycle,0.0,0,RANCHI,20,6.29,15.0,Mar,Evening
29.0,4.5,Windy,High,0,Meal,motorcycle,0.0,0,RANCHI,17,6.04,15.0,Apr,Evening
20.0,5.0,Cloudy,Low,2,Buffet,scooter,0.0,0,SUR,10,3.04,4.8,Apr,Morning
37.0,4.6,Fog,Jam,0,Buffet,motorcycle,1.0,0,COIMB,52,20.25,5.4,Mar,Night
20.0,4.7,Fog,Jam,2,Snack,scooter,1.0,0,MUM,34,4.59,9.6,Mar,Night
36.0,4.4,Stormy,Medium,1,Drinks,motorcycle,1.0,0,COIMB,31,7.79,4.8,Mar,Night
32.0,4.7,Windy,Low,2,Meal,scooter,0.0,0,SUR,21,16.72,5.4,Mar,Night
39.0,3.6,Fog,Low,1,Drinks,motorcycle,1.0,0,RANCHI,36,20.44,9.6,Mar,Night
38.0,4.1,Fog,Low,2,Meal,scooter,1.0,0,PUNE,38,13.79,10.2,Mar,Night
33.0,4.2,Windy,Low,0,Drinks,motorcycle,1.0,0,RANCHI,21,4.53,15.0,Mar,Night
24.0,4.9,Cloudy,Medium,2,Buffet,scooter,1.0,0,GOA,31,16.98,4.8,Feb,Evening
35.0,4.6,Sunny,Low,2,Buffet,motorcycle,0.0,0,HYD,18,10.76,5.4,Mar,Night
27.0,4.3,Fog,Jam,1,Buffet,scooter,1.0,0,RANCHI,37,19.62,10.2,Mar,Night
36.0,4.1,Windy,Medium,1,Drinks,scooter,1.0,0,PUNE,32,6.13,10.2,Mar,Evening
31.0,4.6,Cloudy,Low,1,Drinks,scooter,1.0,0,BANG,19,7.76,15.0,Mar,Night
29.0,4.7,Windy,Medium,1,Snack,scooter,1.0,0,SUR,24,7.6,4.8,Mar,Evening
20.0,4.7,Sandstorms,Medium,0,Meal,motorcycle,0.0,0,PUNE,15,7.66,15.0,Mar,Evening
35.0,4.9,Fog,Low,2,Buffet,scooter,1.0,0,JAP,28,10.43,4.8,Mar,Night
37.0,4.7,Windy,High,0,Drinks,motorcycle,1.0,1,INDO,46,6.05,9.6,Mar,Evening
21.0,4.7,Sandstorms,Low,1,Drinks,motorcycle,1.0,0,JAP,19,16.39,4.8,Apr,Night
23.0,4.6,Cloudy,Jam,1,Snack,motorcycle,1.0,0,MYS,36,12.44,15.0,Mar,Night
37.0,4.8,Sunny,Medium,1,Snack,motorcycle,0.0,0,LUDH,19,5.86,15.0,Feb,Evening
37.0,4.0,Cloudy,Medium,2,Buffet,motorcycle,0.0,0,JAP,31,19.36,9.6,Mar,Evening
26.0,4.7,Cloudy,Jam,0,Meal,motorcycle,1.0,1,INDO,45,16.64,15.0,Mar,Night
38.0,4.0,Fog,Medium,1,Buffet,motorcycle,1.0,0,CHEN,34,12.42,15.0,Mar,Evening
23.0,4.7,Sunny,Jam,1,Buffet,scooter,1.0,0,VAD,23,10.6,9.6,Apr,Night
20.0,4.8,Windy,Jam,0,Drinks,motorcycle,1.0,0,RANCHI,32,12.07,15.0,Mar,Night
37.0,4.5,Sunny,Jam,1,Snack,motorcycle,1.0,0,MUM,21,16.83,9.6,Mar,Night
34.0,4.9,Fog,Low,0,Buffet,motorcycle,1.0,0,SUR,27,7.6,4.8,Mar,Night
24.0,4.9,Sandstorms,Medium,2,Snack,scooter,1.0,0,RANCHI,25,19.62,10.2,Mar,Evening
34.0,4.0,Stormy,Jam,0,Meal,motorcycle,1.0,0,HYD,49,9.22,4.8,Mar,Night
22.0,4.4,Sandstorms,Jam,0,Drinks,motorcycle,1.0,0,COIMB,35,17.14,5.4,Mar,Night
37.0,4.8,Fog,High,2,Buffet,electric_scooter,1.0,0,COIMB,30,6.23,4.8,Mar,Evening
29.0,5.0,Stormy,Jam,1,Meal,motorcycle,0.0,0,INDO,15,13.61,5.4,Mar,Night
39.0,4.6,Cloudy,Medium,0,Snack,motorcycle,0.0,0,COIMB,34,6.23,5.4,Mar,Evening
27.0,4.3,Fog,Jam,1,Snack,scooter,1.0,0,MUM,31,19.89,4.8,Mar,Night
39.0,4.6,Sandstorms,Jam,1,Snack,motorcycle,0.0,0,HYD,31,9.22,15.0,Mar,Night
39.0,4.8,Sunny,Medium,1,Meal,scooter,1.0,0,KOL,26,10.59,4.8,Feb,Evening
35.0,4.8,Windy,High,0,Meal,motorcycle,1.0,0,COIMB,34,3.12,9.6,Mar,Morning
25.0,4.7,Windy,Low,2,Snack,electric_scooter,0.0,0,MYS,10,9.33,15.0,Mar,Night
22.0,4.9,Fog,Low,0,Drinks,motorcycle,1.0,0,MUM,21,10.7,4.8,Mar,Night
23.0,4.6,Stormy,Medium,1,Snack,motorcycle,1.0,0,INDO,19,19.66,4.8,Mar,Evening
34.0,4.4,Sandstorms,Low,0,Buffet,motorcycle,1.0,0,MUM,29,4.59,4.8,Mar,Night
20.0,4.7,Windy,Jam,2,Buffet,scooter,1.0,0,JAP,20,19.36,4.8,Mar,Night
26.0,4.6,Fog,Low,2,Meal,scooter,1.0,0,CHEN,10,7.76,4.8,Mar,Night
22.0,4.6,Windy,Low,2,Meal,motorcycle,0.0,0,INDO,10,9.08,9.6,Apr,Night
28.0,4.6,Cloudy,Medium,0,Drinks,motorcycle,1.0,0,CHEN,44,20.18,10.2,Apr,Night
20.0,4.9,Sandstorms,High,1,Buffet,scooter,1.0,0,HYD,26,3.07,10.2,Mar,Morning
33.0,4.1,Sandstorms,Jam,0,Snack,motorcycle,1.0,1,VAD,47,7.57,15.0,Mar,Night
26.0,4.7,Sunny,Medium,0,Drinks,motorcycle,1.0,0,MUM,24,19.88,10.2,Mar,Evening
36.0,4.5,Stormy,Low,1,Buffet,motorcycle,1.0,0,RANCHI,28,1.51,15.0,Mar,Morning
26.0,4.7,Windy,Medium,2,Drinks,scooter,1.0,0,PUNE,23,4.6,4.8,Mar,Evening
30.0,4.9,Windy,Medium,0,Drinks,motorcycle,1.0,0,MYS,27,6.22,9.6,Mar,Evening
39.0,4.8,Windy,Low,2,Buffet,motorcycle,1.0,0,HYD,29,7.68,15.0,Mar,Night
31.0,4.2,Cloudy,Jam,1,Buffet,scooter,1.0,0,COIMB,40,20.25,9.6,Mar,Night
38.0,4.0,Sandstorms,Low,0,Buffet,motorcycle,1.0,0,PUNE,26,3.06,10.2,Mar,Morning
34.0,5.0,Sandstorms,Jam,1,Snack,scooter,0.0,0,AGR,31,8.93,10.2,Feb,Night
28.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,0,JAP,22,19.36,5.4,Mar,Night
21.0,4.2,Sunny,Jam,0,Snack,motorcycle,1.0,0,MUM,40,7.65,9.6,Apr,Night
28.0,4.9,Sandstorms,Medium,2,Snack,electric_scooter,1.0,0,MUM,23,6.12,15.0,Mar,Evening
28.0,5.0,Sunny,Low,2,Meal,electric_scooter,1.0,0,HYD,21,3.07,15.0,Apr,Morning
20.0,4.8,Cloudy,High,2,Drinks,scooter,1.0,0,HYD,23,3.07,5.4,Mar,Morning
24.0,4.8,Windy,Medium,0,Meal,motorcycle,1.0,0,PUNE,24,13.79,9.6,Mar,Night
32.0,4.6,Cloudy,Jam,0,Buffet,motorcycle,2.0,1,RANCHI,51,16.6,15.0,Mar,Night
34.0,5.0,Fog,Low,0,Meal,motorcycle,1.0,0,JAP,39,20.86,15.0,Apr,Night
27.0,4.8,Cloudy,Medium,2,Buffet,electric_scooter,0.0,0,INDO,13,6.05,10.2,Apr,Evening
38.0,5.0,Fog,Jam,2,Drinks,motorcycle,0.0,0,KOL,35,16.65,5.4,Feb,Night
35.0,4.8,Stormy,Low,0,Buffet,motorcycle,0.0,0,BANG,22,12.42,4.8,Mar,Night
20.0,4.8,Sandstorms,Jam,1,Snack,scooter,1.0,0,BANG,18,4.66,5.4,Mar,Night
31.0,4.7,Sunny,High,1,Drinks,motorcycle,1.0,0,MYS,19,6.22,5.4,Mar,Evening
26.0,4.9,Fog,Low,0,Snack,motorcycle,0.0,0,SUR,21,3.04,15.0,Mar,Morning
39.0,4.6,Windy,Medium,0,Meal,motorcycle,0.0,0,VAD,35,7.86,15.0,Mar,Night
35.0,4.8,Stormy,Low,2,Buffet,scooter,1.0,0,KOL,19,19.67,10.2,Feb,Night
32.0,4.7,Sandstorms,High,1,Drinks,scooter,1.0,0,COIMB,33,3.12,9.6,Mar,Morning
32.0,4.9,Sunny,Low,2,Buffet,scooter,1.0,0,BANG,21,17.08,10.2,Mar,Night
38.0,4.3,Windy,Low,0,Buffet,motorcycle,1.0,0,HYD,28,3.07,9.6,Apr,Morning
26.0,4.8,Cloudy,Medium,2,Snack,scooter,0.0,0,LUDH,10,5.86,4.8,Feb,Evening
30.0,4.6,Sunny,Medium,0,Snack,motorcycle,0.0,0,PUNE,25,10.72,4.8,Mar,Evening
