Delivery_person_Age,Delivery_person_Ratings,Delivery_distance,Time_to_pick,Festival,Weather_conditions,Road_traffic_density,Type_of_order,Type_of_vehicle,City,Time_of_Day_Ordered,Month,multiple_deliveries,Vehicle_condition,Time_taken (min)
24.0,4.7,9.32,4.8,No,Windy,Medium,Buffet,scooter,Metropolitian,Evening,Mar,1.0,2,26
27.0,4.6,20.21,10.2,No,Fog,Low,Meal,electric_scooter,Urban,Night,Mar,1.0,2,21
27.0,4.9,9.22,5.4,No,Stormy,Jam,Buffet,scooter,Metropolitian,Night,Mar,1.0,2,16
28.0,4.8,1.56,15.0,No,Windy,Low,Snack,scooter,Metropolitian,Morning,Mar,1.0,1,18
26.0,4.5,9.08,15.0,No,Fog,Medium,Buffet,scooter,Metropolitian,Evening,Feb,1.0,2,18
26.0,4.7,3.02,10.2,No,Stormy,Low,Snack,electric_scooter,Metropolitian,Morning,Apr,0.0,2,19
29.0,4.9,10.72,10.2,No,Windy,Jam,Snack,motorcycle,Urban,Night,Mar,1.0,1,29
30.0,4.1,7.79,5.4,No,Sandstorms,Low,Snack,motorcycle,Metropolitian,Night,Mar,1.0,0,20
22.0,4.8,9.22,5.4,No,Sandstorms,Jam,Meal,scooter,Metropolitian,Night,Apr,1.0,1,25
33.0,4.6,14.02,15.0,No,Cloudy,Medium,Drinks,electric_scooter,Metropolitian,Evening,Mar,1.0,2,30
25.0,5.0,1.47,10.2,No,Sunny,Low,Buffet,scooter,Metropolitian,Morning,Feb,1.0,2,16
39.0,4.7,16.85,15.0,No,Sunny,Medium,Buffet,motorcycle,Metropolitian,Night,Mar,1.0,1,15
29.0,4.7,19.92,15.0,No,Sunny,Jam,Snack,scooter,Metropolitian,Night,Mar,1.0,1,14
27.0,4.7,10.43,10.2,No,Sunny,Jam,Drinks,motorcycle,Metropolitian,Night,Mar,0.0,1,15
29.0,4.7,6.11,9.6,No,Sandstorms,High,Drinks,scooter,Metropolitian,Evening,Feb,1.0,1,26
37.0,4.7,3.06,10.2,No,Sunny,High,Snack,electric_scooter,Metropolitian,Morning,Apr,1.0,2,21
36.0,4.3,4.47,10.2,No,Windy,Jam,Snack,scooter,Metropolitian,Night,Apr,1.0,2,33
31.0,4.9,10.87,4.8,Yes,Fog,Jam,Drinks,motorcycle,Metropolitian,Night,Mar,1.0,0,48
21.0,4.6,12.58,15.0,No,Stormy,Medium,Snack,electric_scooter,Metropolitian,Evening,Feb,1.0,2,29
37.0,5.0,6.12,10.2,No,Stormy,High,Buffet,motorcycle,Metropolitian,Evening,Apr,1.0,1,29
38.0,4.8,9.09,15.0,No,Windy,Medium,Snack,scooter,Metropolitian,Night,Mar,1.0,2,29
27.0,4.8,7.6,15.0,No,Sandstorms,Low,Snack,scooter,Metropolitian,Night,Mar,1.0,1,14
20.0,4.5,6.29,15.0,No,Windy,High,Drinks,scooter,Urban,Evening,Mar,1.0,1,23
37.0,3.8,20.25,15.0,No,Stormy,Jam,Drinks,motorcycle,Metropolitian,Night,Apr,1.0,1,32
24.0,4.5,7.66,5.4,No,Stormy,Medium,Buffet,motorcycle,Metropolitian,Night,Mar,1.0,0,25
24.0,4.9,12.26,15.0,No,Cloudy,Jam,Snack,motorcycle,Metropolitian,Night,Mar,1.0,0,35
36.0,5.0,6.08,15.0,No,Windy,High,Drinks,motorcycle,Metropolitian,Evening,Mar,1.0,1,28
39.0,4.8,1.51,9.6,No,Fog,Low,Snack,motorcycle,Urban,Morning,Mar,1.0,0,24
39.0,4.7,1.55,4.8,No,Windy,Low,Drinks,scooter,Metropolitian,Morning,Mar,0.0,2,25
38.0,4.6,16.85,5.4,No,Windy,Low,Drinks,motorcycle,Metropolitian,Night,Apr,1.0,0,24
33.0,4.7,17.08,4.8,No,Fog,Low,Snack,motorcycle,Metropolitian,Night,Mar,1.0,0,38
20.0,4.0,3.11,9.6,No,Sandstorms,Low,Buffet,motorcycle,Metropolitian,Morning,Mar,1.0,0,27
38.0,4.5,16.72,5.4,No,Sandstorms,Jam,Buffet,motorcycle,Metropolitian,Night,Apr,1.0,1,43
22.0,4.6,10.59,9.6,No,Windy,Jam,Drinks,motorcycle,Urban,Night,Mar,0.0,1,24
29.0,4.9,1.57,15.0,No,Fog,Low,Snack,motorcycle,Metropolitian,Morning,Apr,1.0,0,20
27.0,4.0,13.79,15.0,No,Cloudy,Medium,Snack,motorcycle,Metropolitian,Night,Mar,1.0,1,38
37.0,4.8,7.6,15.0,No,Sunny,Jam,Buffet,motorcycle,Metropolitian,Night,Mar,0.0,0,22
34.0,4.9,7.6,4.8,No,Fog,Low,Buffet,motorcycle,Metropolitian,Night,Mar,1.0,0,27
29.0,4.5,1.53,4.8,No,Windy,Low,Meal,motorcycle,Urban,Morning,Mar,0.0,1,10
32.0,3.9,12.23,9.6,No,Sandstorms,Jam,Drinks,scooter,Metropolitian,Night,Mar,2.0,2,36
30.0,4.5,12.29,9.6,No,Sandstorms,Low,Snack,scooter,Metropolitian,Night,Mar,1.0,1,22
36.0,4.0,16.83,4.8,No,Cloudy,Low,Snack,motorcycle,Metropolitian,Night,Mar,1.0,0,36
26.0,4.6,20.86,15.0,No,Cloudy,Medium,Snack,scooter,Urban,Evening,Mar,1.0,1,31
37.0,4.9,1.51,4.8,No,Sandstorms,High,Buffet,electric_scooter,Metropolitian,Morning,Feb,0.0,2,27
39.0,4.9,19.69,10.2,No,Sunny,Low,Snack,scooter,Urban,Night,Mar,0.0,1,15
39.0,3.8,19.37,5.4,No,Windy,Medium,Buffet,electric_scooter,Metropolitian,Night,Mar,1.0,2,38
31.0,4.8,19.04,9.6,No,Stormy,Low,Buffet,motorcycle,Urban,Night,Feb,0.0,0,20
20.0,4.8,4.67,15.0,No,Stormy,Low,Snack,motorcycle,Urban,Night,Mar,0.0,2,15
34.0,3.9,10.76,15.0,No,Stormy,Jam,Drinks,motorcycle,Metropolitian,Night,Mar,0.0,2,36
33.0,4.9,17.1,5.4,No,Cloudy,Jam,Meal,motorcycle,Urban,Night,Mar,0.0,0,43
23.0,4.6,12.12,15.0,No,Sandstorms,Medium,Buffet,motorcycle,Urban,Night,Mar,1.0,1,29
24.0,4.7,16.85,15.0,No,Fog,Low,Snack,electric_scooter,Metropolitian,Night,Mar,1.0,2,20
22.0,4.6,6.13,5.4,No,Windy,High,Meal,scooter,Urban,Evening,Mar,0.0,1,13
23.0,4.9,1.54,15.0,No,Stormy,Low,Meal,motorcycle,Urban,Morning,Mar,1.0,1,11
23.0,5.0,19.67,4.8,No,Fog,Low,Meal,motorcycle,Metropolitian,Night,Feb,1.0,0,23
23.0,5.0,16.38,10.2,No,Cloudy,Medium,Drinks,scooter,Metropolitian,Night,Mar,1.0,2,30
22.0,4.9,19.09,15.0,No,Sandstorms,Jam,Snack,motorcycle,Metropolitian,Night,Feb,0.0,1,16
26.0,5.0,4.49,15.0,No,Cloudy,Low,Buffet,scooter,Metropolitian,Night,Feb,1.0,1,10
30.0,4.7,12.07,4.8,Yes,Sandstorms,Jam,Meal,motorcycle,Metropolitian,Night,Mar,3.0,0,51
34.0,4.6,6.22,5.4,No,Windy,High,Snack,scooter,Urban,Evening,Mar,1.0,1,34
21.0,4.6,3.12,15.0,No,Sandstorms,Low,Snack,scooter,Urban,Morning,Apr,0.0,1,10
38.0,4.9,17.3,4.8,No,Windy,Medium,Drinks,scooter,Metropolitian,Evening,Mar,1.0,2,21
31.0,3.8,19.36,15.0,No,Sandstorms,Jam,Meal,motorcycle,Metropolitian,Night,Mar,1.0,1,31
33.0,4.1,3.1,4.8,No,Stormy,Low,Buffet,motorcycle,Urban,Morning,Mar,1.0,0,26
24.0,4.6,2.98,15.0,No,Windy,Low,Drinks,electric_scooter,Metropolitian,Morning,Mar,1.0,2,17
24.0,4.8,11.92,15.0,No,Sandstorms,Medium,Snack,motorcycle,Metropolitian,Evening,Mar,1.0,0,32
36.0,4.6,13.68,15.0,No,Cloudy,Low,Drinks,motorcycle,Metropolitian,Night,Mar,1.0,2,27
23.0,4.5,20.18,4.8,No,Windy,Medium,Drinks,scooter,Urban,Night,Mar,1.0,2,26
32.0,4.5,1.49,15.0,No,Cloudy,Low,Meal,motorcycle,Metropolitian,Morning,Feb,1.0,0,22
36.0,4.3,7.6,5.4,No,Windy,Low,Drinks,motorcycle,Metropolitian,Night,Mar,1.0,0,27
20.0,4.7,13.99,15.0,No,Sunny,Medium,Buffet,motorcycle,Metropolitian,Night,Mar,1.0,0,20
26.0,4.7,4.6,4.8,No,Windy,Medium,Drinks,scooter,Urban,Evening,Mar,1.0,2,23
23.0,4.7,20.44,4.8,No,Sandstorms,Low,Drinks,motorcycle,Urban,Night,Mar,1.0,0,15
27.0,5.0,3.03,10.2,No,Stormy,Low,Meal,motorcycle,Metropolitian,Morning,Mar,0.0,1,12
26.0,4.8,3.1,10.2,No,Stormy,Low,Snack,scooter,Metropolitian,Morning,Apr,0.0,1,18
36.0,5.0,17.3,4.8,No,Sandstorms,Low,Snack,motorcycle,Urban,Night,Mar,0.0,0,25
34.0,4.5,4.72,9.6,No,Fog,Jam,Drinks,scooter,Metropolitian,Night,Apr,1.0,1,29
36.0,4.7,13.89,15.0,No,Sandstorms,Medium,Meal,motorcycle,Metropolitian,Evening,Feb,1.0,0,30
23.0,3.9,6.13,15.0,No,Sunny,High,Drinks,motorcycle,Metropolitian,Evening,Mar,1.0,0,40
35.0,4.8,13.58,15.0,No,Sandstorms,Jam,Buffet,electric_scooter,Urban,Night,Mar,1.0,2,27
30.0,4.3,1.55,5.4,No,Sandstorms,Low,Buffet,motorcycle,Metropolitian,Morning,Mar,1.0,0,23
32.0,4.9,16.72,5.4,No,Stormy,Low,Meal,scooter,Metropolitian,Night,Mar,1.0,2,29
35.0,4.9,1.55,4.8,No,Stormy,High,Meal,scooter,Metropolitian,Morning,Mar,1.0,2,29
36.0,4.7,13.58,15.0,No,Sandstorms,Low,Snack,motorcycle,Metropolitian,Night,Mar,0.0,0,29
24.0,4.9,2.98,15.0,No,Sandstorms,Low,Buffet,motorcycle,Metropolitian,Morning,Mar,0.0,1,17
31.0,4.8,17.07,9.6,No,Windy,Low,Snack,electric_scooter,Metropolitian,Night,Mar,0.0,2,18
23.0,4.8,12.48,5.4,No,Stormy,Medium,Buffet,scooter,Metropolitian,Night,Feb,1.0,1,19
35.0,4.6,6.15,15.0,No,Windy,Medium,Snack,motorcycle,Metropolitian,Evening,Mar,1.0,0,33
35.0,4.8,5.97,4.8,No,Cloudy,Medium,Snack,scooter,Metropolitian,Evening,Feb,0.0,2,17
27.0,4.7,4.53,15.0,No,Windy,Jam,Meal,scooter,Metropolitian,Night,Mar,0.0,2,27
23.0,4.8,19.91,15.0,No,Stormy,Jam,Meal,motorcycle,Metropolitian,Night,Mar,0.0,2,15
22.0,5.0,17.3,4.8,No,Fog,Jam,Buffet,motorcycle,Metropolitian,Night,Feb,0.0,0,43
31.0,4.9,3.07,10.2,No,Windy,Low,Meal,motorcycle,Metropolitian,Morning,Mar,1.0,1,24
20.0,4.5,16.72,9.6,No,Fog,Medium,Snack,motorcycle,Metropolitian,Night,Mar,1.0,0,35
38.0,4.6,9.07,10.2,No,Cloudy,Low,Snack,scooter,Urban,Night,Mar,1.0,1,19
23.0,4.8,1.51,10.2,No,Cloudy,High,Buffet,motorcycle,Metropolitian,Morning,Mar,1.0,1,33
36.0,4.2,4.61,9.6,No,Stormy,Jam,Drinks,motorcycle,Metropolitian,Night,Mar,1.0,1,33
38.0,4.8,6.12,15.0,No,Stormy,High,Buffet,motorcycle,Metropolitian,Evening,Mar,1.0,0,47
34.0,4.6,7.77,15.0,No,Windy,Jam,Buffet,motorcycle,Urban,Night,Mar,1.0,1,30
25.0,4.3,13.58,9.6,No,Windy,Jam,Meal,motorcycle,Metropolitian,Night,Apr,1.0,0,36
38.0,4.8,4.6,15.0,No,Sunny,Low,Snack,motorcycle,Metropolitian,Night,Mar,0.0,1,13
29.0,4.7,3.09,15.0,No,Cloudy,Low,Buffet,electric_scooter,Metropolitian,Morning,Feb,0.0,2,10
26.0,4.6,9.09,9.6,No,Windy,Low,Meal,motorcycle,Metropolitian,Night,Mar,1.0,1,16
36.0,4.8,19.91,10.2,No,Sandstorms,Low,Drinks,motorcycle,Urban,Night,Apr,1.0,0,22
22.0,4.8,3.07,15.0,No,Stormy,Low,Meal,scooter,Metropolitian,Morning,Mar,0.0,2,19
20.0,4.7,6.23,15.0,No,Sunny,High,Drinks,motorcycle,Metropolitian,Evening,Mar,0.0,1,17
31.0,4.8,13.76,4.8,No,Stormy,Low,Drinks,scooter,Metropolitian,Night,Mar,1.0,1,23
32.0,4.8,9.12,5.4,No,Fog,Low,Meal,scooter,Metropolitian,Night,Mar,0.0,2,15
24.0,4.7,19.36,15.0,No,Sunny,Low,Snack,electric_scooter,Metropolitian,Night,Mar,0.0,2,28
36.0,4.7,16.85,9.6,No,Sunny,Medium,Meal,scooter,Metropolitian,Evening,Mar,0.0,1,27
38.0,4.3,1.51,15.0,No,Fog,High,Drinks,motorcycle,Metropolitian,Morning,Apr,0.0,1,37
23.0,5.0,1.51,5.4,No,Cloudy,High,Drinks,motorcycle,Metropolitian,Morning,Feb,1.0,1,22
24.0,4.9,6.15,10.2,No,Cloudy,Medium,Drinks,scooter,Metropolitian,Evening,Mar,1.0,1,13
30.0,4.6,1.56,15.0,No,Windy,Low,Buffet,electric_scooter,Metropolitian,Morning,Mar,1.0,2,21
24.0,4.5,11.01,15.0,No,Cloudy,Low,Buffet,scooter,Metropolitian,Night,Mar,1.0,1,24
23.0,4.4,19.34,9.6,No,Fog,Jam,Buffet,scooter,Metropolitian,Night,Feb,1.0,1,40
27.0,4.6,4.47,15.0,No,Stormy,Low,Drinks,scooter,Metropolitian,Night,Mar,1.0,2,17
31.0,4.7,13.62,9.6,No,Cloudy,Jam,Meal,scooter,Metropolitian,Night,Feb,1.0,1,42
39.0,5.0,1.55,15.0,No,Stormy,High,Snack,motorcycle,Metropolitian,Morning,Apr,1.0,0,32
32.0,4.6,9.32,15.0,No,Fog,Low,Snack,motorcycle,Metropolitian,Night,Apr,1.0,0,23
27.0,4.6,17.08,4.8,No,Windy,Jam,Drinks,scooter,Metropolitian,Night,Mar,1.0,2,28
23.0,4.5,3.11,5.4,No,Windy,Low,Meal,scooter,Metropolitian,Morning,Apr,0.0,2,14
23.0,4.8,16.83,5.4,No,Cloudy,Low,Snack,scooter,Urban,Night,Mar,1.0,2,22
27.0,4.9,7.55,9.6,No,Windy,Jam,Snack,motorcycle,Urban,Night,Mar,1.0,2,27
35.0,4.5,16.72,4.8,No,Stormy,Medium,Snack,motorcycle,Metropolitian,Night,Mar,1.0,1,24
37.0,4.9,13.41,4.8,No,Windy,Low,Snack,scooter,Metropolitian,Night,Mar,1.0,1,21
37.0,4.7,4.6,10.2,No,Stormy,Jam,Meal,scooter,Metropolitian,Night,Mar,1.0,2,27
20.0,5.0,1.47,4.8,No,Sunny,Low,Drinks,motorcycle,Metropolitian,Morning,Feb,0.0,1,23
32.0,5.0,20.25,9.6,Yes,Stormy,Jam,Buffet,motorcycle,Metropolitian,Night,Mar,1.0,0,54
36.0,4.8,1.56,10.2,No,Cloudy,Low,Snack,scooter,Urban,Morning,Mar,1.0,1,18
32.0,4.9,17.14,15.0,No,Fog,Low,Meal,scooter,Metropolitian,Night,Mar,1.0,1,29
23.0,4.9,3.06,4.8,No,Sunny,Low,Snack,motorcycle,Urban,Morning,Mar,1.0,0,17
37.0,4.9,8.94,5.4,No,Sunny,Jam,Meal,scooter,Metropolitian,Night,Mar,0.0,1,17
21.0,4.7,6.08,5.4,No,Windy,Medium,Buffet,scooter,Metropolitian,Evening,Mar,1.0,2,23
28.0,4.9,10.72,10.2,No,Windy,Jam,Snack,motorcycle,Metropolitian,Night,Mar,0.0,0,27
37.0,4.3,10.59,4.8,No,Cloudy,Low,Drinks,motorcycle,Metropolitian,Night,Feb,1.0,0,40
30.0,3.5,10.71,4.8,No,Cloudy,Low,Snack,motorcycle,Metropolitian,Night,Mar,1.0,1,36
30.0,4.5,5.97,15.0,No,Sunny,Medium,Meal,motorcycle,Metropolitian,Evening,Feb,1.0,0,29
36.0,4.7,13.77,9.6,No,Sandstorms,Low,Drinks,electric_scooter,Metropolitian,Night,Apr,0.0,2,29
27.0,4.6,9.05,15.0,No,Cloudy,Medium,Buffet,scooter,Metropolitian,Evening,Mar,0.0,2,15
34.0,4.2,6.05,10.2,No,Fog,High,Meal,scooter,Metropolitian,Evening,Mar,1.0,1,37
31.0,4.9,1.56,5.4,No,Windy,Low,Buffet,motorcycle,Metropolitian,Morning,Apr,1.0,1,23
23.0,3.8,7.76,4.8,Yes,Sunny,Jam,Drinks,motorcycle,Metropolitian,Night,Mar,2.0,0,41
21.0,4.6,17.07,9.6,No,Sandstorms,Jam,Drinks,scooter,Metropolitian,Night,Mar,1.0,2,24
38.0,4.9,10.64,15.0,No,Sunny,Jam,Buffet,motorcycle,Urban,Night,Mar,0.0,2,30
21.0,4.9,3.12,15.0,No,Sandstorms,Low,Meal,scooter,Metropolitian,Morning,Mar,1.0,1,14
25.0,4.9,13.18,10.2,No,Sunny,Low,Drinks,scooter,Urban,Night,Feb,1.0,2,29
28.0,4.5,20.25,15.0,No,Stormy,Medium,Buffet,scooter,Metropolitian,Night,Apr,1.0,1,26
24.0,4.2,1.55,15.0,No,Stormy,Low,Meal,motorcycle,Metropolitian,Morning,Apr,1.0,0,27
22.0,4.7,1.55,5.4,No,Cloudy,Low,Snack,motorcycle,Metropolitian,Morning,Mar,1.0,0,17
28.0,5.0,7.6,4.8,No,Stormy,Low,Meal,scooter,Metropolitian,Night,Mar,0.0,1,13
27.0,4.8,10.76,15.0,No,Sandstorms,Jam,Meal,scooter,Metropolitian,Night,Mar,0.0,1,15
37.0,4.5,7.6,4.8,No,Fog,Low,Buffet,motorcycle,Urban,Night,Mar,1.0,0,26
23.0,4.6,7.65,15.0,No,Sunny,Low,Meal,motorcycle,Metropolitian,Night,Apr,0.0,0,16
20.0,4.5,16.64,10.2,No,Sandstorms,Low,Snack,motorcycle,Metropolitian,Night,Mar,0.0,0,23
26.0,4.9,16.82,5.4,No,Windy,Low,Drinks,electric_scooter,Metropolitian,Night,Mar,0.0,2,16
32.0,4.5,13.97,15.0,No,Stormy,Low,Snack,motorcycle,Metropolitian,Night,Mar,0.0,0,24
30.0,4.3,6.12,15.0,No,Fog,High,Snack,electric_scooter,Metropolitian,Evening,Mar,1.0,2,31
25.0,2.7,10.64,15.0,No,Sunny,Low,Drinks,motorcycle,Metropolitian,Night,Apr,1.0,2,31
29.0,5.0,13.83,10.2,No,Windy,Medium,Drinks,motorcycle,Metropolitian,Evening,Mar,1.0,2,15
21.0,3.6,9.31,9.6,No,Sunny,Jam,Meal,motorcycle,Urban,Night,Mar,1.0,0,46
39.0,4.1,7.77,4.8,No,Stormy,Jam,Snack,scooter,Metropolitian,Night,Mar,2.0,1,33
24.0,4.5,12.07,4.8,No,Windy,Jam,Drinks,scooter,Metropolitian,Night,Mar,1.0,2,26
29.0,4.6,12.42,5.4,No,Stormy,Medium,Meal,scooter,Metropolitian,Evening,Mar,1.0,1,26
35.0,4.1,9.19,9.6,No,Fog,Jam,Meal,motorcycle,Urban,Night,Mar,1.0,1,34
23.0,4.7,17.3,15.0,No,Sandstorms,Low,Snack,motorcycle,Metropolitian,Night,Mar,1.0,2,12
35.0,4.4,13.58,5.4,No,Fog,Medium,Drinks,scooter,Metropolitian,Night,Mar,1.0,1,36
22.0,4.3,3.04,9.6,No,Windy,Low,Snack,motorcycle,Metropolitian,Morning,Mar,1.0,0,25
32.0,4.8,1.49,9.6,No,Windy,Low,Snack,scooter,Metropolitian,Morning,Mar,0.0,2,22
33.0,4.2,9.18,9.6,No,Sandstorms,Medium,Drinks,motorcycle,Metropolitian,Night,Mar,1.0,0,32
38.0,4.9,19.62,10.2,No,Fog,Jam,Buffet,motorcycle,Metropolitian,Night,Mar,2.0,0,44
37.0,4.8,11.01,15.0,No,Sunny,Medium,Meal,electric_scooter,Metropolitian,Evening,Mar,1.0,2,24
26.0,5.0,17.1,5.4,No,Cloudy,Jam,Snack,electric_scooter,Metropolitian,Night,Mar,0.0,2,39
26.0,4.9,7.66,5.4,No,Cloudy,Jam,Meal,motorcycle,Metropolitian,Night,Mar,0.0,0,26
29.0,4.9,4.59,5.4,No,Windy,Low,Meal,scooter,Urban,Night,Mar,0.0,2,15
20.0,5.0,4.66,15.0,No,Sandstorms,Medium,Drinks,motorcycle,Metropolitian,Night,Mar,1.0,2,24
20.0,4.9,10.71,15.0,No,Stormy,Jam,Snack,scooter,Metropolitian,Night,Mar,1.0,1,23
38.0,4.3,19.62,10.2,No,Stormy,Medium,Drinks,motorcycle,Metropolitian,Night,Mar,1.0,1,39
39.0,4.7,19.92,15.0,No,Sandstorms,Jam,Snack,motorcycle,Urban,Night,Apr,0.0,0,38
20.0,4.9,8.94,10.2,No,Stormy,Medium,Drinks,motorcycle,Urban,Night,Mar,1.0,0,16
32.0,3.5,16.9,10.2,No,Cloudy,Low,Drinks,motorcycle,Metropolitian,Night,Mar,1.0,1,32
26.0,4.9,6.15,10.2,No,Stormy,Medium,Snack,scooter,Metropolitian,Evening,Mar,1.0,1,26
35.0,4.3,19.98,4.8,No,Stormy,Jam,Meal,motorcycle,Metropolitian,Night,Mar,1.0,1,37
32.0,4.9,9.18,15.0,No,Cloudy,Low,Buffet,electric_scooter,Metropolitian,Night,Mar,1.0,2,17
27.0,4.9,13.83,5.4,No,Sandstorms,Jam,Meal,motorcycle,Urban,Night,Apr,1.0,0,38
25.0,4.8,7.45,4.8,No,Sandstorms,Low,Buffet,motorcycle,Metropolitian,Night,Mar,1.0,1,14
36.0,4.8,1.55,4.8,No,Sandstorms,Low,Drinks,scooter,Metropolitian,Morning,Mar,1.0,2,21
36.0,4.8,10.72,4.8,No,Fog,Medium,Drinks,motorcycle,Metropolitian,Night,Apr,1.0,2,43
25.0,4.6,7.72,9.6,No,Fog,Jam,Meal,motorcycle,Metropolitian,Night,Feb,1.0,0,22
34.0,4.9,20.18,9.6,No,Stormy,Medium,Drinks,scooter,Metropolitian,Night,Mar,0.0,1,23
31.0,4.6,3.11,10.2,No,Cloudy,Low,Buffet,scooter,Metropolitian,Morning,Mar,0.0,2,18
24.0,4.8,7.49,10.2,No,Stormy,Jam,Buffet,motorcycle,Metropolitian,Night,Feb,0.0,1,15
28.0,5.0,14.02,9.6,No,Stormy,Low,Buffet,scooter,Metropolitian,Night,Mar,1.0,1,19
35.0,4.8,12.12,9.6,No,Cloudy,Medium,Buffet,motorcycle,Metropolitian,Night,Mar,2.0,1,40
23.0,4.8,13.83,15.0,No,Cloudy,Jam,Meal,motorcycle,Metropolitian,Night,Mar,1.0,2,33
34.0,4.7,1.55,5.4,No,Sunny,Low,Buffet,scooter,Metropolitian,Morning,Mar,1.0,2,15
25.0,4.6,1.57,15.0,No,Sunny,Low,Snack,motorcycle,Metropolitian,Morning,Mar,0.0,0,12
33.0,4.8,4.59,10.2,No,Fog,Medium,Snack,scooter,Metropolitian,Evening,Apr,0.0,1,16
22.0,4.6,13.83,4.8,No,Sandstorms,Low,Drinks,motorcycle,Metropolitian,Night,Mar,0.0,0,23
24.0,5.0,1.55,15.0,No,Sunny,Low,Drinks,motorcycle,Metropolitian,Morning,Mar,0.0,1,21
26.0,4.7,12.26,15.0,No,Sandstorms,Jam,Meal,electric_scooter,Metropolitian,Night,Mar,0.0,2,16
24.0,4.7,1.49,9.6,No,Fog,Low,Drinks,motorcycle,Metropolitian,Morning,Mar,0.0,1,17
37.0,4.5,4.66,9.6,No,Sandstorms,Jam,Meal,scooter,Urban,Night,Mar,1.0,1,26
37.0,5.0,7.6,10.2,No,Windy,Jam,Buffet,scooter,Metropolitian,Night,Mar,0.0,2,33
33.0,4.0,5.96,4.8,No,Windy,High,Snack,scooter,Urban,Evening,Mar,0.0,1,34
24.0,4.9,10.88,9.6,No,Sandstorms,Medium,Snack,motorcycle,Metropolitian,Night,Mar,0.0,0,22
30.0,3.5,12.44,15.0,No,Stormy,Jam,Buffet,motorcycle,Metropolitian,Night,Mar,0.0,1,32
25.0,4.7,17.3,4.8,No,Cloudy,Low,Buffet,motorcycle,Metropolitian,Night,Feb,1.0,2,24
27.0,4.6,20.44,15.0,No,Stormy,Medium,Meal,scooter,Urban,Evening,Mar,0.0,2,27
39.0,5.0,4.66,10.2,No,Sandstorms,Medium,Snack,motorcycle,Metropolitian,Night,Mar,1.0,0,34
39.0,4.2,7.86,10.2,No,Sandstorms,Low,Snack,motorcycle,Urban,Night,Mar,1.0,0,20
39.0,4.2,7.68,9.6,No,Windy,Low,Buffet,motorcycle,Urban,Night,Apr,1.0,0,26
37.0,4.1,3.02,4.8,No,Stormy,Low,Drinks,motorcycle,Metropolitian,Morning,Mar,1.0,0,31
39.0,4.2,13.97,9.6,No,Cloudy,Jam,Snack,motorcycle,Urban,Night,Mar,1.0,1,45
23.0,4.6,1.53,4.8,No,Sandstorms,High,Buffet,electric_scooter,Urban,Morning,Mar,1.0,2,29
38.0,4.7,1.51,10.2,No,Sandstorms,Low,Snack,electric_scooter,Metropolitian,Morning,Mar,0.0,2,21
30.0,5.0,10.87,10.2,No,Windy,Low,Snack,motorcycle,Metropolitian,Night,Apr,0.0,1,19
27.0,4.6,7.57,10.2,No,Stormy,Jam,Meal,motorcycle,Metropolitian,Night,Mar,1.0,1,14
38.0,4.8,7.76,15.0,No,Sunny,Medium,Snack,scooter,Metropolitian,Evening,Mar,1.0,2,19
38.0,4.6,1.47,5.4,No,Windy,Low,Meal,motorcycle,Metropolitian,Morning,Feb,1.0,1,22
29.0,4.8,12.26,10.2,No,Cloudy,Low,Buffet,motorcycle,Metropolitian,Night,Mar,1.0,0,22
29.0,4.6,6.21,10.2,No,Fog,Medium,Drinks,motorcycle,Metropolitian,Evening,Mar,1.0,0,25
38.0,4.6,7.55,4.8,No,Sunny,Medium,Meal,scooter,Metropolitian,Evening,Mar,0.0,2,17
34.0,4.6,1.56,4.8,No,Sunny,Low,Drinks,motorcycle,Urban,Morning,Feb,1.0,0,20
31.0,4.9,1.55,15.0,No,Sandstorms,Low,Snack,scooter,Metropolitian,Morning,Mar,1.0,2,24
38.0,4.3,4.63,15.0,No,Stormy,Jam,Snack,motorcycle,Metropolitian,Night,Feb,1.0,2,34
30.0,4.8,12.29,4.8,No,Sunny,Medium,Drinks,motorcycle,Metropolitian,Night,Mar,1.0,1,17
23.0,4.9,3.04,15.0,No,Sandstorms,Low,Meal,scooter,Urban,Morning,Mar,0.0,1,11
23.0,5.0,6.24,5.4,No,Windy,Medium,Drinks,motorcycle,Urban,Evening,Feb,1.0,0,11
24.0,4.5,13.68,10.2,No,Sunny,Low,Buffet,scooter,Metropolitian,Night,Mar,1.0,2,28
21.0,4.7,10.43,15.0,No,Cloudy,Low,Buffet,scooter,Urban,Night,Apr,1.0,1,27
25.0,4.6,4.72,4.8,No,Fog,Medium,Snack,motorcycle,Urban,Evening,Mar,0.0,1,19
39.0,4.7,16.98,15.0,No,Fog,Low,Meal,motorcycle,Metropolitian,Night,Feb,0.0,1,27
28.0,4.8,4.56,10.2,No,Sandstorms,Low,Snack,electric_scooter,Metropolitian,Night,Mar,1.0,2,17
38.0,4.1,9.19,15.0,No,Stormy,Jam,Snack,motorcycle,Metropolitian,Night,Mar,1.0,0,32
36.0,4.8,19.92,4.8,No,Stormy,Medium,Buffet,motorcycle,Metropolitian,Evening,Mar,1.0,1,24
32.0,4.8,7.55,15.0,No,Sandstorms,Jam,Buffet,motorcycle,Metropolitian,Night,Feb,1.0,0,33
27.0,4.9,3.12,15.0,No,Stormy,Low,Buffet,motorcycle,Urban,Morning,Feb,0.0,1,12
