,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Delivery_distance,Time_to_pick,Day,Month,Time_of_Day_Ordered
35221,31.0,4.6,Fog,Medium,0,Snack,motorcycle,0.0,No,AURG,29,7.86,5.4,15,2,Evening
35222,32.0,4.1,Sandstorms,High,1,Meal,motorcycle,1.0,No,SUR,31,6.08,5.4,19,3,Evening
35224,38.0,3.6,Stormy,Jam,1,Drinks,scooter,0.0,No,MYS,35,13.99,15.0,3,8,Night
35225,25.0,4.7,Stormy,Medium,0,Meal,motorcycle,0.0,No,COIMB,29,6.23,4.8,3,11,Evening
35226,23.0,4.6,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,SUR,29,10.64,9.6,16,3,Night
35227,26.0,4.9,Stormy,Jam,2,Drinks,scooter,0.0,No,CHEN,10,7.76,15.0,24,3,Night
35228,22.0,4.6,Sandstorms,Jam,2,Drinks,scooter,1.0,No,KOL,27,4.54,9.6,13,2,Night
35229,24.0,4.6,Stormy,Medium,2,Meal,electric_scooter,1.0,No,ALH,28,5.99,10.2,13,2,Evening
35230,24.0,4.9,Fog,Medium,0,Meal,motorcycle,1.0,No,INDO,33,13.61,15.0,27,3,Night
35232,35.0,4.8,Sunny,Low,2,Snack,scooter,1.0,No,BANG,12,1.55,15.0,4,3,Morning
35233,39.0,5.0,Sunny,Low,0,Snack,motorcycle,0.0,No,SUR,23,12.16,4.8,14,3,Night
35235,25.0,4.9,Stormy,Medium,1,Meal,scooter,1.0,No,MUM,20,12.24,5.4,4,2,Evening
35236,31.0,4.4,Windy,Jam,1,Meal,motorcycle,1.0,No,INDO,38,12.1,15.0,27,3,Night
35237,34.0,4.3,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,CHEN,32,6.21,4.8,24,3,Evening
35238,33.0,5.0,Windy,Jam,1,Drinks,scooter,0.0,No,AGR,27,11.9,10.2,14,2,Night
35239,37.0,4.6,Fog,Low,2,Snack,scooter,1.0,No,INDO,29,12.1,4.8,3,6,Night
35242,28.0,4.6,Windy,Medium,0,Snack,motorcycle,0.0,No,COIMB,14,6.23,15.0,30,3,Evening
35243,37.0,4.2,Fog,Jam,1,Snack,motorcycle,0.0,No,SUR,43,19.76,4.8,14,3,Night
35244,24.0,5.0,Fog,Low,1,Drinks,motorcycle,0.0,No,BANG,11,1.55,5.4,4,3,Morning
35247,23.0,4.4,Windy,Jam,0,Meal,motorcycle,1.0,No,SUR,35,12.16,9.6,27,3,Night
35250,21.0,4.5,Windy,Medium,2,Meal,motorcycle,1.0,No,LUDH,18,16.11,9.6,18,2,Evening
35252,32.0,4.6,Fog,Low,2,Buffet,motorcycle,1.0,No,HYD,15,1.54,4.8,3,11,Morning
35253,36.0,4.6,Sunny,Low,0,Snack,motorcycle,1.0,No,MYS,27,20.21,4.8,4,6,Night
35254,39.0,4.6,Windy,Medium,1,Snack,motorcycle,0.0,No,MUM,21,12.24,4.8,16,3,Night
35256,36.0,4.6,Fog,Jam,0,Meal,motorcycle,2.0,No,ALH,50,17.3,9.6,14,2,Night
35257,31.0,4.8,Windy,Medium,1,Meal,motorcycle,0.0,No,ALH,26,7.49,10.2,13,2,Night
35258,20.0,4.9,Stormy,Jam,2,Meal,electric_scooter,1.0,No,INDO,21,7.56,10.2,3,7,Night
35259,35.0,3.5,Windy,Jam,2,Drinks,motorcycle,0.0,No,PUNE,31,16.85,15.0,3,12,Night
35260,32.0,4.7,Sandstorms,Jam,2,Meal,electric_scooter,1.0,No,RANCHI,29,19.62,15.0,18,3,Night
35261,31.0,4.5,Cloudy,Medium,1,Buffet,scooter,1.0,No,CHEN,17,9.31,15.0,3,7,Evening
35262,29.0,4.6,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,MYS,16,12.43,9.6,27,3,Night
35264,32.0,4.9,Cloudy,Low,0,Snack,motorcycle,1.0,No,BANG,38,12.42,15.0,3,10,Night
35265,25.0,4.6,Sandstorms,Medium,1,Drinks,motorcycle,0.0,No,INDO,19,16.64,15.0,18,3,Evening
35266,29.0,5.0,Sunny,High,1,Meal,scooter,0.0,No,INDO,10,3.03,9.6,4,5,Morning
35268,39.0,4.5,Stormy,Medium,1,Meal,scooter,0.0,No,SUR,39,13.68,10.2,3,10,Night
35269,35.0,4.6,Sunny,Jam,0,Drinks,motorcycle,1.0,No,INDO,24,4.54,15.0,3,9,Night
35270,35.0,4.3,Cloudy,Medium,1,Drinks,motorcycle,2.0,No,JAP,40,19.36,5.4,16,3,Evening
35272,37.0,4.9,Fog,Jam,1,Meal,motorcycle,0.0,No,RANCHI,36,7.55,4.8,4,5,Night
35273,32.0,4.7,Stormy,Low,1,Meal,scooter,1.0,No,SUR,25,1.52,15.0,3,7,Morning
35274,21.0,4.8,Fog,Low,2,Buffet,motorcycle,1.0,No,SUR,22,19.76,15.0,3,2,Night
35275,27.0,5.0,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,BANG,17,17.08,15.0,4,4,Night
35276,39.0,4.3,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,MYS,33,6.22,9.6,17,3,Evening
35277,37.0,4.7,Fog,Low,2,Drinks,motorcycle,1.0,No,CHEN,19,1.55,15.0,15,3,Morning
35279,36.0,4.7,Stormy,Low,0,Buffet,motorcycle,1.0,No,HYD,23,19.98,15.0,14,3,Night
35280,34.0,4.6,Sunny,Jam,0,Snack,motorcycle,0.0,No,BANG,36,13.97,10.2,3,4,Night
35281,26.0,4.9,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,HYD,27,19.97,4.8,4,4,Night
35282,21.0,4.8,Cloudy,Medium,1,Drinks,scooter,0.0,No,SUR,32,12.16,9.6,3,12,Night
35283,39.0,4.8,Fog,Low,1,Snack,scooter,1.0,No,INDO,18,3.03,5.4,3,11,Morning
35284,30.0,4.6,Windy,Medium,1,Snack,motorcycle,1.0,No,JAP,30,11.92,15.0,4,6,Evening
35285,28.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,HYD,15,3.07,9.6,3,3,Morning
35286,37.0,4.4,Sandstorms,High,0,Buffet,motorcycle,1.0,No,SUR,33,6.08,15.0,17,3,Evening
35288,34.0,5.0,Sunny,Jam,0,Meal,motorcycle,1.0,No,MUM,27,9.18,15.0,19,3,Night
35289,29.0,4.8,Stormy,Low,2,Snack,scooter,1.0,No,JAP,15,8.94,15.0,4,1,Night
35290,21.0,4.7,Stormy,Jam,1,Meal,motorcycle,1.0,No,JAP,20,16.38,10.2,4,4,Night
35291,26.0,4.7,Stormy,Low,0,Snack,motorcycle,1.0,No,CHEN,18,20.18,9.6,27,3,Night
35292,24.0,4.8,Sandstorms,High,1,Meal,motorcycle,0.0,No,MYS,23,6.22,9.6,3,11,Evening
35293,20.0,4.7,Fog,Jam,1,Meal,motorcycle,0.0,No,MUM,27,7.65,4.8,4,3,Night
35294,28.0,4.8,Windy,Medium,0,Snack,motorcycle,0.0,No,MYS,14,7.86,15.0,17,3,Evening
35295,38.0,4.7,Sunny,Low,0,Drinks,motorcycle,1.0,No,JAP,25,1.49,4.8,4,1,Morning
35296,38.0,4.6,Fog,High,1,Meal,scooter,0.0,No,BANG,32,6.21,9.6,17,3,Evening
35297,27.0,4.5,Sandstorms,Jam,2,Meal,scooter,1.0,No,PUNE,20,16.85,15.0,31,3,Night
35298,21.0,4.9,Stormy,Jam,0,Buffet,motorcycle,1.0,No,KNP,27,13.43,15.0,16,2,Night
35299,29.0,5.0,Fog,Low,0,Buffet,motorcycle,1.0,No,MYS,15,3.11,4.8,28,3,Morning
35300,36.0,4.9,Windy,Low,0,Drinks,motorcycle,1.0,No,BANG,21,10.87,9.6,23,3,Night
35302,20.0,4.7,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,SUR,31,16.72,4.8,4,6,Night
35303,21.0,4.7,Stormy,High,1,Drinks,motorcycle,0.0,No,MUM,14,3.06,10.2,3,11,Morning
35305,24.0,4.5,Sunny,Medium,2,Buffet,scooter,1.0,No,HYD,19,13.83,9.6,4,2,Evening
35306,24.0,4.9,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,JAP,33,11.92,10.2,3,12,Night
35307,27.0,4.7,Fog,Jam,0,Drinks,motorcycle,0.0,No,BHP,40,20.44,15.0,18,2,Night
35309,33.0,4.6,Stormy,Medium,1,Buffet,scooter,1.0,No,PUNE,28,9.19,15.0,3,11,Evening
35311,22.0,4.5,Sandstorms,Jam,1,Drinks,scooter,0.0,No,MUM,11,4.59,9.6,4,5,Night
35312,22.0,5.0,Fog,Jam,0,Meal,motorcycle,1.0,No,DEH,37,20.44,15.0,14,2,Night
35313,30.0,4.6,Stormy,Low,0,Drinks,motorcycle,0.0,No,COIMB,21,12.46,9.6,16,3,Night
35317,38.0,3.7,Sandstorms,Jam,1,Drinks,motorcycle,0.0,No,MUM,32,13.76,15.0,14,3,Night
35318,38.0,4.8,Fog,Low,0,Drinks,motorcycle,1.0,No,VAD,26,3.03,9.6,19,3,Morning
35319,20.0,5.0,Cloudy,Medium,1,Meal,scooter,1.0,No,INDO,17,4.54,9.6,15,3,Evening
35321,37.0,4.7,Sunny,High,2,Buffet,scooter,1.0,No,HYD,22,6.15,10.2,4,1,Evening
35322,37.0,5.0,Cloudy,High,2,Buffet,scooter,1.0,No,VAD,30,3.03,9.6,3,3,Morning
35324,36.0,4.1,Fog,High,2,Drinks,electric_scooter,1.0,No,MUM,34,1.53,15.0,3,1,Morning
35330,23.0,4.8,Sandstorms,Low,2,Meal,scooter,0.0,No,PUNE,16,13.79,4.8,3,2,Night
35331,27.0,4.9,Fog,Medium,2,Drinks,electric_scooter,1.0,No,SUR,10,7.6,4.8,15,3,Evening
35332,35.0,4.7,Fog,Low,1,Buffet,scooter,1.0,No,VAD,18,3.03,4.8,26,3,Morning
35333,37.0,4.6,Windy,Low,1,Buffet,motorcycle,1.0,No,COIMB,26,12.46,10.2,4,2,Night
35334,30.0,4.7,Sunny,Jam,2,Snack,motorcycle,1.0,No,LUDH,20,7.32,15.0,17,2,Night
35335,28.0,4.6,Fog,Jam,1,Meal,motorcycle,1.0,No,RANCHI,26,4.53,15.0,21,3,Night
35336,26.0,5.0,Sandstorms,High,1,Snack,scooter,1.0,No,LUDH,23,6.29,15.0,13,2,Evening
35337,33.0,4.9,Sandstorms,Jam,2,Buffet,scooter,1.0,No,PUNE,27,12.26,15.0,4,2,Night
35338,25.0,4.6,Cloudy,Low,0,Buffet,motorcycle,0.0,No,MYS,18,9.33,9.6,4,5,Night
35340,34.0,4.0,Stormy,Jam,1,Buffet,scooter,1.0,No,VAD,34,7.86,4.8,21,3,Night
35341,30.0,4.7,Cloudy,Jam,1,Drinks,scooter,1.0,No,HYD,33,9.22,15.0,3,5,Night
35342,28.0,4.8,Sunny,Low,0,Drinks,motorcycle,1.0,No,SUR,27,13.68,15.0,25,3,Night
35346,25.0,4.7,Windy,Jam,0,Buffet,motorcycle,1.0,No,MYS,27,17.1,4.8,3,6,Night
35347,37.0,4.6,Cloudy,Jam,0,Buffet,motorcycle,2.0,Yes,VAD,46,19.69,15.0,16,3,Night
35348,22.0,4.9,Windy,Medium,0,Snack,motorcycle,1.0,No,COIMB,18,9.35,5.4,3,7,Night
35350,26.0,4.8,Windy,Low,2,Meal,motorcycle,0.0,No,RANCHI,10,10.57,4.8,23,3,Night
35351,27.0,4.7,Fog,Medium,1,Buffet,scooter,1.0,No,KOC,15,7.8,4.8,17,2,Night
35352,22.0,4.6,Cloudy,Low,2,Meal,motorcycle,1.0,No,VAD,29,12.12,15.0,18,3,Night
35353,27.0,4.1,Cloudy,Medium,1,Meal,motorcycle,0.0,No,MUM,31,12.24,5.4,23,3,Evening
35354,38.0,4.7,Sunny,High,2,Drinks,scooter,1.0,No,MUM,18,3.06,10.2,3,3,Morning
35355,32.0,4.3,Sandstorms,Jam,1,Buffet,motorcycle,2.0,No,KOC,38,20.29,15.0,16,2,Night
35361,34.0,4.7,Fog,Medium,0,Snack,motorcycle,1.0,No,HYD,26,7.68,9.6,24,3,Night
35362,29.0,4.9,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,SUR,16,9.12,15.0,13,3,Night
35364,24.0,4.9,Fog,Medium,0,Snack,motorcycle,1.0,No,JAP,24,7.45,4.8,3,11,Evening
35365,32.0,4.7,Stormy,Medium,2,Snack,scooter,1.0,No,BANG,22,12.42,15.0,3,4,Evening
35366,32.0,3.6,Fog,Low,2,Snack,motorcycle,1.0,No,PUNE,32,16.85,15.0,3,10,Night
35367,32.0,4.3,Windy,Jam,2,Drinks,motorcycle,2.0,No,KNP,34,7.46,10.2,2,11,Night
35368,21.0,4.7,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,KOL,17,9.08,4.8,2,11,Night
35369,25.0,4.8,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,CHEN,23,20.18,15.0,14,3,Night
35370,34.0,4.6,Fog,Low,1,Buffet,motorcycle,1.0,No,BANG,17,3.11,4.8,21,3,Morning
35371,36.0,5.0,Stormy,Jam,2,Snack,scooter,1.0,No,ALH,30,8.99,4.8,17,2,Night
35372,36.0,4.7,Sunny,Medium,1,Drinks,motorcycle,1.0,No,DEH,20,20.44,5.4,14,2,Night
35376,36.0,3.6,Stormy,Jam,2,Drinks,motorcycle,2.0,No,JAP,40,10.43,9.6,3,12,Night
35377,36.0,4.6,Windy,Medium,2,Drinks,scooter,1.0,No,MUM,25,4.59,4.8,19,3,Night
35378,34.0,4.6,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,RANCHI,30,4.53,10.2,3,9,Evening
35379,29.0,5.0,Windy,Jam,2,Snack,motorcycle,0.0,No,BANG,27,9.32,15.0,3,3,Night
35381,23.0,4.9,Sunny,Low,2,Drinks,scooter,1.0,No,MUM,15,1.53,15.0,24,3,Morning
35382,25.0,4.9,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,VAD,21,19.69,15.0,27,3,Night
35383,33.0,4.6,Stormy,Low,2,Snack,scooter,0.0,No,AURG,17,16.79,15.0,2,12,Night
35385,30.0,4.8,Fog,Medium,0,Snack,motorcycle,1.0,Yes,MYS,40,13.99,15.0,3,4,Evening
35386,38.0,4.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,COIMB,49,10.91,5.4,16,3,Night
35387,26.0,4.8,Stormy,Low,0,Drinks,motorcycle,0.0,No,BANG,18,13.97,9.6,23,3,Night
35388,22.0,4.6,Fog,Jam,0,Buffet,motorcycle,0.0,No,AGR,22,8.93,15.0,15,2,Night
35390,30.0,4.6,Cloudy,Jam,2,Drinks,scooter,1.0,No,RANCHI,49,19.61,9.6,20,3,Night
35391,29.0,5.0,Stormy,High,2,Drinks,scooter,0.0,No,PUNE,10,1.53,4.8,3,9,Morning
35392,32.0,4.7,Cloudy,Low,1,Drinks,scooter,0.0,No,BANG,16,1.55,9.6,19,3,Morning
35393,26.0,4.7,Fog,Low,1,Meal,scooter,0.0,No,AGR,10,8.93,4.8,15,2,Night
35394,38.0,4.6,Sandstorms,Low,1,Snack,scooter,1.0,No,SUR,26,13.68,15.0,4,4,Night
35395,28.0,4.9,Stormy,Low,2,Buffet,scooter,0.0,No,VAD,13,1.51,10.2,28,3,Morning
35398,38.0,4.5,Stormy,Jam,2,Drinks,scooter,1.0,No,CHEN,38,12.42,15.0,4,6,Night
35399,23.0,4.0,Windy,Low,0,Snack,motorcycle,1.0,No,KOL,29,9.08,10.2,13,2,Night
35401,38.0,4.7,Fog,Jam,0,Meal,motorcycle,2.0,No,MYS,44,17.1,5.4,23,3,Night
35402,20.0,4.5,Sunny,Jam,2,Snack,scooter,0.0,No,CHEN,10,10.87,9.6,4,2,Night
35403,39.0,5.0,Fog,Jam,2,Snack,scooter,2.0,No,AGR,42,20.83,4.8,18,2,Night
35404,29.0,4.7,Cloudy,Jam,0,Snack,motorcycle,0.0,No,HYD,37,19.98,15.0,3,12,Night
35405,25.0,4.6,Windy,Jam,1,Drinks,scooter,1.0,No,AGR,22,4.46,9.6,13,2,Night
35406,30.0,4.8,Sandstorms,Low,1,Meal,scooter,1.0,No,HYD,23,16.9,9.6,16,3,Night
35407,38.0,4.1,Fog,Jam,1,Snack,scooter,1.0,No,RANCHI,41,16.6,15.0,4,4,Night
35408,37.0,4.7,Stormy,Jam,2,Meal,scooter,1.0,No,LUDH,29,4.4,4.8,2,11,Night
35409,22.0,4.8,Stormy,Jam,1,Snack,motorcycle,1.0,No,RANCHI,26,13.58,9.6,3,8,Night
35410,20.0,4.7,Windy,Jam,1,Drinks,motorcycle,1.0,No,SUR,23,9.12,15.0,21,3,Night
35411,33.0,4.8,Windy,High,2,Buffet,scooter,1.0,No,ALH,30,5.99,15.0,17,2,Evening
35412,24.0,4.8,Sandstorms,Low,2,Meal,scooter,1.0,No,INDO,14,3.03,15.0,26,3,Morning
35413,30.0,4.7,Windy,High,1,Buffet,motorcycle,0.0,No,BHP,25,6.29,4.8,2,11,Evening
35414,39.0,4.1,Windy,Jam,0,Meal,motorcycle,0.0,No,MUM,41,16.82,15.0,4,4,Night
35416,25.0,5.0,Windy,Low,2,Drinks,electric_scooter,1.0,No,KNP,16,2.98,5.4,15,2,Morning
35417,23.0,5.0,Fog,High,0,Meal,motorcycle,1.0,No,CHEN,24,6.21,10.2,3,7,Evening
35418,23.0,5.0,Windy,Jam,2,Drinks,scooter,0.0,No,VAD,28,4.54,10.2,4,1,Night
35419,23.0,5.0,Sunny,High,1,Snack,scooter,0.0,No,MYS,11,6.22,10.2,19,3,Evening
35420,34.0,4.1,Cloudy,Jam,0,Snack,motorcycle,1.0,No,INDO,32,9.08,4.8,24,3,Night
35422,23.0,4.7,Sunny,Medium,0,Buffet,motorcycle,1.0,No,SUR,22,7.6,10.2,4,1,Evening
35423,27.0,4.8,Sunny,Low,1,Drinks,motorcycle,0.0,No,MUM,16,3.06,4.8,15,3,Morning
35425,28.0,4.8,Stormy,Low,2,Drinks,electric_scooter,1.0,No,HYD,16,10.76,4.8,20,3,Night
35426,38.0,4.8,Fog,Medium,1,Snack,motorcycle,0.0,No,HYD,18,9.22,5.4,3,7,Night
35427,31.0,4.9,Sunny,Low,1,Meal,motorcycle,1.0,No,PUNE,19,12.26,4.8,23,3,Night
35428,33.0,4.6,Fog,Jam,0,Snack,motorcycle,1.0,Yes,MYS,45,17.1,10.2,3,12,Night
35429,38.0,4.9,Windy,Medium,0,Snack,motorcycle,1.0,No,SUR,41,10.64,10.2,4,4,Evening
35430,34.0,4.0,Stormy,Low,0,Snack,motorcycle,1.0,No,JAP,34,2.98,15.0,4,1,Morning
35431,26.0,4.6,Sunny,Jam,2,Drinks,scooter,0.0,No,VAD,13,4.54,5.4,17,3,Night
35432,36.0,4.7,Fog,Medium,1,Meal,motorcycle,1.0,No,KOL,18,4.54,5.4,15,2,Evening
35433,30.0,5.0,Stormy,Medium,0,Buffet,motorcycle,1.0,No,JAP,33,7.45,9.6,3,1,Night
35434,39.0,4.5,Cloudy,Low,1,Meal,scooter,1.0,No,RANCHI,18,4.53,9.6,13,3,Night
35435,34.0,4.8,Sandstorms,Low,2,Meal,scooter,1.0,No,PUNE,25,1.53,4.8,3,11,Morning
35436,21.0,4.1,Fog,Jam,1,Buffet,motorcycle,0.0,No,HYD,31,13.83,4.8,16,3,Night
35438,27.0,4.3,Cloudy,Medium,1,Drinks,scooter,0.0,No,COIMB,31,17.14,4.8,31,3,Night
35440,31.0,4.4,Fog,Jam,1,Drinks,scooter,1.0,No,CHEN,43,12.42,15.0,14,3,Night
35441,34.0,4.6,Cloudy,Medium,2,Buffet,electric_scooter,1.0,No,AGR,18,5.95,15.0,13,2,Evening
35442,37.0,4.7,Stormy,Medium,0,Snack,motorcycle,0.0,No,VAD,40,11.01,15.0,20,3,Evening
35443,21.0,4.7,Sunny,Low,1,Meal,motorcycle,1.0,No,PUNE,16,4.6,4.8,28,3,Night
35444,22.0,4.7,Windy,Medium,2,Drinks,scooter,1.0,No,COIMB,27,6.23,15.0,4,3,Evening
35445,34.0,4.6,Stormy,Low,1,Drinks,motorcycle,0.0,No,COIMB,19,20.25,15.0,23,3,Night
35447,20.0,4.7,Windy,Low,2,Buffet,electric_scooter,1.0,No,RANCHI,14,10.56,15.0,3,12,Night
35448,39.0,4.7,Stormy,High,2,Drinks,scooter,1.0,No,COIMB,29,1.56,9.6,30,3,Morning
35449,28.0,4.8,Windy,Medium,0,Buffet,motorcycle,0.0,No,GOA,26,10.81,15.0,2,12,Night
35451,24.0,4.8,Sunny,Low,2,Meal,scooter,0.0,No,CHEN,24,9.31,10.2,3,1,Night
35452,38.0,4.9,Fog,Medium,2,Meal,scooter,0.0,No,MYS,17,4.66,5.4,3,5,Evening
35453,32.0,4.5,Sunny,Medium,1,Meal,scooter,1.0,No,PUNE,26,10.72,4.8,20,3,Evening
35454,39.0,4.7,Windy,Low,1,Meal,scooter,1.0,No,COIMB,27,3.12,9.6,26,3,Morning
35456,28.0,3.5,Sunny,Low,1,Meal,scooter,1.0,No,CHEN,38,12.42,4.8,3,2,Night
35458,25.0,4.7,Stormy,Low,2,Drinks,scooter,0.0,No,SUR,16,7.6,4.8,3,5,Night
35459,26.0,4.6,Windy,Medium,0,Drinks,motorcycle,0.0,No,VAD,10,6.29,15.0,3,9,Evening
35460,34.0,4.5,Sunny,Jam,0,Meal,motorcycle,0.0,No,PUNE,29,13.79,4.8,31,3,Night
35462,26.0,5.0,Fog,Jam,2,Buffet,scooter,1.0,No,CHEN,41,17.08,5.4,3,12,Night
35463,31.0,4.7,Cloudy,Jam,2,Meal,scooter,2.0,No,VAD,47,14.15,5.4,29,3,Night
35464,26.0,5.0,Sandstorms,Low,2,Buffet,electric_scooter,0.0,No,COIMB,10,4.67,15.0,13,3,Night
35465,32.0,4.7,Windy,High,1,Buffet,motorcycle,0.0,No,COIMB,27,6.23,4.8,19,3,Evening
35467,23.0,4.8,Fog,Jam,1,Buffet,scooter,2.0,No,RANCHI,43,19.62,15.0,14,3,Night
35468,32.0,4.5,Sandstorms,Low,0,Snack,motorcycle,0.0,No,CHEN,29,7.76,10.2,3,11,Night
35469,25.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,1.0,Yes,BHP,49,11.01,10.2,18,2,Night
35470,25.0,4.6,Fog,Medium,1,Snack,scooter,1.0,No,CHEN,35,13.97,15.0,4,4,Evening
35472,26.0,4.4,Windy,Medium,0,Buffet,motorcycle,1.0,No,ALH,38,10.49,5.4,16,2,Evening
35477,36.0,4.3,Windy,Medium,0,Buffet,motorcycle,2.0,No,JAP,35,5.96,10.2,21,3,Evening
35478,24.0,3.2,Sunny,Low,1,Drinks,scooter,1.0,No,BHP,38,11.01,15.0,2,12,Night
35479,35.0,4.7,Sandstorms,High,1,Buffet,scooter,1.0,No,INDO,25,6.05,10.2,13,3,Evening
35480,31.0,4.7,Sunny,Jam,2,Drinks,motorcycle,1.0,No,HYD,16,9.22,15.0,26,3,Night
35481,35.0,4.2,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,MYS,36,10.88,10.2,18,3,Night
35482,20.0,4.7,Windy,Low,1,Buffet,scooter,0.0,No,KOL,11,1.51,15.0,2,11,Morning
35484,25.0,5.0,Fog,Low,1,Meal,motorcycle,1.0,No,HYD,19,1.54,15.0,17,3,Morning
35485,31.0,3.7,Sandstorms,Jam,2,Drinks,electric_scooter,1.0,No,HYD,37,16.9,10.2,29,3,Night
35490,20.0,4.6,Stormy,Low,1,Buffet,scooter,1.0,No,MYS,12,17.1,10.2,27,3,Night
35492,27.0,4.7,Stormy,Low,2,Buffet,motorcycle,0.0,No,PUNE,13,7.66,9.6,3,11,Night
35493,22.0,4.9,Sandstorms,High,0,Drinks,motorcycle,0.0,No,JAP,23,5.96,4.8,17,3,Evening
35494,35.0,4.7,Stormy,Jam,1,Drinks,motorcycle,1.0,No,MYS,25,13.99,9.6,3,4,Night
35495,22.0,5.0,Stormy,Low,1,Buffet,motorcycle,1.0,No,PUNE,14,3.06,9.6,3,7,Morning
35496,27.0,5.0,Cloudy,Low,1,Snack,motorcycle,1.0,No,JAP,10,2.98,15.0,19,3,Morning
35497,37.0,5.0,Stormy,Jam,0,Buffet,motorcycle,1.0,Yes,JAP,44,10.43,15.0,29,3,Night
35499,27.0,4.5,Sandstorms,Medium,2,Buffet,scooter,1.0,No,PUNE,22,19.92,9.6,3,12,Night
35500,21.0,4.7,Windy,High,1,Meal,scooter,1.0,No,AURG,28,6.11,9.6,2,11,Evening
35501,26.0,4.8,Cloudy,Medium,0,Buffet,motorcycle,0.0,No,BANG,20,6.21,15.0,3,7,Evening
35505,39.0,5.0,Windy,Low,2,Snack,scooter,0.0,No,RANCHI,16,19.62,15.0,31,3,Night
35506,30.0,4.8,Stormy,Medium,2,Meal,scooter,1.0,No,CHEN,32,9.32,4.8,3,5,Evening
35508,26.0,4.6,Stormy,Jam,0,Buffet,motorcycle,1.0,No,PUNE,36,12.26,15.0,3,8,Night
35509,20.0,4.7,Sandstorms,Jam,2,Snack,motorcycle,1.0,No,HYD,19,12.29,4.8,3,12,Night
35510,39.0,5.0,Cloudy,Low,1,Drinks,motorcycle,1.0,No,SUR,30,12.16,4.8,23,3,Night
35513,25.0,5.0,Cloudy,Low,2,Meal,scooter,0.0,No,VAD,20,12.12,15.0,16,3,Night
35514,26.0,4.8,Fog,Jam,0,Meal,motorcycle,1.0,No,BANG,28,9.31,15.0,13,3,Night
35515,25.0,4.3,Sunny,High,0,Snack,motorcycle,3.0,No,COIMB,52,6.23,9.6,3,3,Evening
35516,38.0,5.0,Stormy,Jam,1,Meal,motorcycle,0.0,No,INDO,28,12.1,10.2,3,4,Night
35517,36.0,3.8,Cloudy,Low,2,Buffet,scooter,1.0,No,BANG,32,20.18,9.6,3,12,Night
35518,24.0,4.7,Windy,Low,0,Snack,motorcycle,0.0,No,JAP,16,10.43,4.8,3,6,Night
35519,20.0,4.6,Sunny,Medium,0,Meal,motorcycle,0.0,No,CHEN,22,13.97,10.2,16,3,Evening
35521,21.0,4.6,Windy,Jam,1,Snack,motorcycle,1.0,No,PUNE,25,7.66,10.2,4,1,Night
35522,20.0,4.8,Fog,Medium,1,Drinks,scooter,0.0,No,AGR,27,16.37,9.6,2,12,Evening
35523,36.0,4.9,Windy,Medium,1,Meal,scooter,1.0,No,MUM,23,16.83,15.0,4,4,Evening
35524,22.0,5.0,Sunny,Low,1,Snack,scooter,0.0,No,HYD,18,3.07,15.0,4,1,Morning
35525,34.0,4.1,Windy,Jam,0,Buffet,motorcycle,3.0,No,BANG,45,7.76,10.2,3,3,Night
35527,21.0,4.7,Stormy,Low,2,Meal,motorcycle,1.0,No,MYS,17,12.44,9.6,29,3,Night
35531,25.0,4.0,Stormy,Low,0,Meal,motorcycle,0.0,No,MUM,23,7.65,15.0,3,5,Night
35533,22.0,4.6,Cloudy,Low,2,Snack,scooter,0.0,No,VAD,19,1.51,9.6,13,3,Morning
35534,25.0,4.2,Cloudy,Medium,2,Buffet,scooter,1.0,No,SUR,34,10.64,10.2,27,3,Evening
35536,28.0,4.9,Fog,High,0,Drinks,motorcycle,0.0,No,PUNE,21,1.53,4.8,3,3,Morning
35537,22.0,4.9,Windy,Medium,1,Drinks,scooter,0.0,No,SUR,22,9.12,5.4,4,3,Evening
35538,31.0,4.9,Stormy,Low,1,Snack,scooter,1.0,No,KOC,17,17.17,10.2,2,12,Night
35540,34.0,4.9,Sunny,Low,2,Buffet,motorcycle,0.0,No,MYS,15,1.55,15.0,19,3,Morning
35541,26.0,4.9,Sunny,Low,1,Meal,motorcycle,1.0,No,JAP,18,1.49,4.8,15,3,Morning
